img,iou
0,u227-6_t.png,0.989098129481845
1,g090-5_t.png,1.0460836277974088
2,b154-6_t.png,0.9802984848525835
3,u221-9_t.png,1.0895027495978677
4,u276-6_t.png,0.967229097043046
5,u280-5_t.png,0.9357746851582328
6,u211-8_t.png,0.9906404493459805
7,g003-8_t.png,1.0168595448766184
8,g053-6_t.png,0.9769926326629924
9,b163-7_t.png,1.00977507829553
10,u238-1_t.png,0.9816444383335625
11,g075-3_t.png,0.9681407491278816
12,b191-3_t.png,1.0173365132455328
13,u237-1_t.png,1.0150077882732897
14,u266-3_t.png,0.9309954017609198
15,u226-3_t.png,1.0226611189485526
16,g012-8_t.png,0.9828443860448902
17,g023-6_t.png,0.8855111546947781
18,u293-1_t.png,1.0111535955261497
19,g073-8_t.png,0.9404014890827004
20,u241-6_t.png,1.0432574064845923
21,u256-7_t.png,0.948698948943548
22,b122-4_t.png,1.023857265621803
23,u220-5_t.png,1.364621353121752
24,g057-4_t.png,0.9980108242162776
25,b101-9_t.png,0.9825592169088392
26,b120-9_t.png,0.9079461128033199
27,u224-6_t.png,1.0049420514334964
28,b198-6_t.png,0.8982654404305799
29,b132-7_t.png,1.0227146814404433
30,b136-8_t.png,1.0089797272895864
31,b148-6_t.png,1.0025879640993351
32,g001-2_t.png,1.0123886564297544
33,g084-6_t.png,1.0276754785779398
34,b139-2_t.png,0.9412901978475221
35,u228-3_t.png,0.9162587879327223
36,g077-1_t.png,0.9316669371855218
37,u245-7_t.png,0.9814564166164818
38,u267-3_t.png,0.8780327890242232
39,g014-7_t.png,1.0316229834208601
40,g074-3_t.png,0.9891100889816957
41,u212-2_t.png,0.9758192198819747
42,g068-6_t.png,1.0071272869773935
43,b143-6_t.png,0.9682471372733443
44,b189-7_t.png,1.0214840897658495
45,u286-6_t.png,0.997608780870247
46,u295-1_t.png,1.1332503113325032
47,b195-3_t.png,0.9730359647350592
48,u217-6_t.png,0.9352475785105537
49,b146-6_t.png,0.8533081866822251
