img,iou
0,u227-6_t.png,0.7533144992056047
1,g090-5_t.png,0.8559795359749739
2,b154-6_t.png,0.9324270807214714
3,u221-9_t.png,0.7484993122508098
4,u276-6_t.png,0.7305275577279623
5,u280-5_t.png,0.7976614398361301
6,u211-8_t.png,0.7754678361354171
7,g003-8_t.png,0.6823689127020942
8,g053-6_t.png,0.7936732374854382
9,b163-7_t.png,0.841412694516013
10,u238-1_t.png,0.8301821696695626
11,g075-3_t.png,0.8401866076056737
12,b191-3_t.png,0.888919886289137
13,u237-1_t.png,0.9341754750016211
14,u266-3_t.png,0.9302902385977694
15,u226-3_t.png,0.8430653457801486
16,g012-8_t.png,0.8550165801146049
17,g023-6_t.png,0.6812540177026158
18,u293-1_t.png,0.719903200482077
19,g073-8_t.png,0.821767138316127
20,u241-6_t.png,0.7812448631664968
21,u256-7_t.png,0.8991843588820919
22,b122-4_t.png,0.8665560126431487
23,u220-5_t.png,0.8869366547518148
24,g057-4_t.png,0.6624591699794901
25,b101-9_t.png,0.9338075821983169
26,b120-9_t.png,0.7336812431284321
27,u224-6_t.png,0.6510524651228169
28,b198-6_t.png,0.8563923756392375
29,b132-7_t.png,0.7749889593911533
30,b136-8_t.png,0.9197375270958273
31,b148-6_t.png,0.6636177507480949
32,g001-2_t.png,0.8020101850368621
33,g084-6_t.png,0.8659710522525005
34,b139-2_t.png,0.8776372086161109
35,u228-3_t.png,0.7543310322924159
36,g077-1_t.png,0.8218125314967243
37,u245-7_t.png,0.7919607853159614
38,u267-3_t.png,0.8401712232157094
39,g014-7_t.png,0.804655638045463
40,g074-3_t.png,0.7440867431758919
41,u212-2_t.png,0.7212784336308666
42,g068-6_t.png,0.5907421756560994
43,b143-6_t.png,0.7601620123641015
44,b189-7_t.png,0.8424797013858001
45,u286-6_t.png,0.782525028621538
46,u295-1_t.png,0.782730380448932
47,b195-3_t.png,0.8928404305100608
48,u217-6_t.png,0.6417511273152411
49,b146-6_t.png,0.7848982231392233
