img,iou
0,u227-6_t.png,0.7472179869376238
1,g090-5_t.png,0.8327512167191526
2,b154-6_t.png,0.9200574554867048
3,u221-9_t.png,0.7630710381787875
4,u276-6_t.png,0.731952915461222
5,u280-5_t.png,0.7723749467911342
6,u211-8_t.png,0.8062893305760657
7,g003-8_t.png,0.6944009758725311
8,g053-6_t.png,0.8245925813891934
9,b163-7_t.png,0.855742640109217
10,u238-1_t.png,0.7806111708845956
11,g075-3_t.png,0.90275834880586
12,b191-3_t.png,0.8414694046377761
13,u237-1_t.png,0.8467260471207596
14,u266-3_t.png,0.8375074985002999
15,u226-3_t.png,0.8185329603398567
16,g012-8_t.png,0.806861248628853
17,g023-6_t.png,0.709410252748822
18,u293-1_t.png,0.764461856914671
19,g073-8_t.png,0.9034762169852169
20,u241-6_t.png,0.7751498540894393
21,u256-7_t.png,0.8165464386837287
22,b122-4_t.png,0.8917436761520026
23,u220-5_t.png,0.867472399767577
24,g057-4_t.png,0.6600644680057541
25,b101-9_t.png,0.8306389735857114
26,b120-9_t.png,0.8276600734344428
27,u224-6_t.png,0.6978598752017487
28,b198-6_t.png,0.8707901462874955
29,b132-7_t.png,0.8301766547132027
30,b136-8_t.png,0.8230620160737758
31,b148-6_t.png,0.7056241764874752
32,g001-2_t.png,0.8096141883606632
33,g084-6_t.png,0.8953748268154806
34,b139-2_t.png,0.8144857958304195
35,u228-3_t.png,0.8046761387211518
36,g077-1_t.png,0.8384667233244439
37,u245-7_t.png,0.8116676492169345
38,u267-3_t.png,0.8138839301175308
39,g014-7_t.png,0.8256869185767718
40,g074-3_t.png,0.7693210707616905
41,u212-2_t.png,0.7527754424289285
42,g068-6_t.png,0.8945208244555588
43,b143-6_t.png,0.7549466632147895
44,b189-7_t.png,0.8411697982034065
45,u286-6_t.png,0.780123122030232
46,u295-1_t.png,0.7829469687199129
47,b195-3_t.png,0.8243074923505997
48,u217-6_t.png,0.6674205770490379
49,b146-6_t.png,0.7388795027163442
