img,iou
0,u227-6_t.png,0.8219204827005946
1,g090-5_t.png,0.8021158854166667
2,b154-6_t.png,0.8417883999363882
3,u221-9_t.png,0.8241665734137682
4,u276-6_t.png,0.8739604116975483
5,u280-5_t.png,0.7792754001633433
6,u211-8_t.png,0.8747905937829621
7,g003-8_t.png,0.7975050406881445
8,g053-6_t.png,0.794334797582957
9,b163-7_t.png,0.8810292970925699
10,u238-1_t.png,0.7593818443583342
11,g075-3_t.png,0.8959543589141639
12,b191-3_t.png,0.8028064397254595
13,u237-1_t.png,0.8293021390931244
14,u266-3_t.png,0.8279443191738928
15,u226-3_t.png,0.8129986728834419
16,g012-8_t.png,0.8039374127672079
17,g023-6_t.png,0.7641685448265437
18,u293-1_t.png,0.824608554500956
19,g073-8_t.png,0.8797426478976067
20,u241-6_t.png,0.8397050791916986
21,u256-7_t.png,0.8001381072633078
22,b122-4_t.png,0.8699454527201134
23,u220-5_t.png,0.5075330405000097
24,g057-4_t.png,0.799260454759035
25,b101-9_t.png,0.8131980305031824
26,b120-9_t.png,0.772985490879818
27,u224-6_t.png,0.8670372435388402
28,b198-6_t.png,0.87982829937694
29,b132-7_t.png,0.8490167286908343
30,b136-8_t.png,0.8092100039698293
31,b148-6_t.png,0.8701075354827098
32,g001-2_t.png,0.8463406385281386
33,g084-6_t.png,0.8730060268735322
34,b139-2_t.png,0.8144857958304195
35,u228-3_t.png,0.871858125702382
36,g077-1_t.png,0.8662399262664524
37,u245-7_t.png,0.8277395667289933
38,u267-3_t.png,0.8117983739015623
39,g014-7_t.png,0.7872441088163042
40,g074-3_t.png,0.8965881744371725
41,u212-2_t.png,0.852978720842014
42,g068-6_t.png,0.8303096898616374
43,b143-6_t.png,0.8683604137141554
44,b189-7_t.png,0.8429434770670117
45,u286-6_t.png,0.778253826958717
46,u295-1_t.png,0.7732063056138677
47,b195-3_t.png,0.8182982502694184
48,u217-6_t.png,0.7873615749297628
49,b146-6_t.png,0.7435883755226085
